text,sentiment_class
Felipe minha sogra fez aqui tambem. Sopa de macaco uma delicia...,neutral
Great place and there is always room for one more,positive
Loads of drink specials. Always check.,neutral
"Get the M'Lwee. They are light, flaky and savory!",positive
Great service and furniture,positive
Fell in love quickly. Great people and great taste.,positive
Armando is the best in customer service!,positive
"Great pizza, great beer!  Perfect pre-concert stop.",positive
Turkey burger was well seasoned,positive
It's not the Pravda from NYC.  Lovable establishment.  Great staff.,positive
"Cool concept, poorly executed.",negative
No texting?!  Seriously?,negative
"Tried the gumbo again, glad I did, because once again it's the best I've ever had.",positive
Friendly Staff,positive
Always get biscuits & gravy made for here you get more gravy!,positive
Secret menu!,negative
This is a meat bar.,neutral
Great coffee and lots of vape flavors,positive
Game Day Special: 1lb of Wings and a bucket of beer for $20,negative
Sure thing with breakfast! Hit or miss with lunch unfortunately.,positive
Order pizza to go and was delicious.  Definitely want to try other things.,positive
Checked in at 5 and room is not clean even though check in is at 3!,negative
Friday night at the D...Holla!,neutral
In the former Kmart.,neutral
"Mmm, vegetarian burrito.",neutral
There's a line at lunch but its worth it,positive
Traxler's farewell dinner.,neutral
Treating my nephew to dinner.,neutral
Best prices on foods for babies and toddlers hands down. They take10% off when you by 12 or more bbfoods.,positive
"Cute, collectic, small diner.",positive
mac and cheese pizza. this is not a drill.,neutral
The Double Hawaiian with Spearmint was amazing.,positive
Just great ice cream. Love sea salt on Carmel. The watermelon pop was refreshing.,positive
Food was pretty good greens a bit too much vinagre but it her food decente,positive
The best pizza in St Louis!!,positive
Try the poutine - it's like a gourmet cheese fries... Yummmm!,neutral
Great shop. Great stuff. Wonderful employees,positive
They marinate your meat for free,positive
For the brides to be: Don't forget to bring your bridal under garments & shoes for exact measurements.,positive
Yelp said it was open but it was closed. :'(,negative
If you value business and money don't use Planes or United!,neutral
Very fast service at 11:30-ish. Excellent healthy choices for middle of the road pricing...it fits in South Tampa very nicely. I actually chose this over Chipotle next door (plaza adjacent to here). I was very pleased with the salmon wrap.,positive
Food and service  are excellent. Best food on the block.,positive
Round 1 before dinner!,negative
Bloody marys and spiked cold brew are the bomb!!!,negative
The best place in Tucson for pizza and craft beer.,positive
Pretty interior but tired staff. Coffee was average and pastry not on par.,negative
Beware. NOT vegetarian friendly.,positive
Deliciously different.,neutral
Great,positive
Enjoy the sunset,positive
Las tostadas de ceviche,neutral
Beer and food,neutral
the best food ever,positive
Great menu. Pretty good beer for a  corporate brewpub. Try the 2AM Burger.,positive
Wawa now has their own store credit card.,positive
"Always friendly, helpful people!",positive
A local upscale place. Always good. Never great.,positive
"Today .50 Wings,$2 yuengling draft, $1 Ice Cold PBRs",negative
This place is great. Highly recommend the walnut shrimp.,positive
Several Asian shops concentrated around T&T~,neutral
Back for the third time this week!,neutral
This is a hidden gem in Florissant. Outstanding service. Great food.,positive
"This place is perfect if you're liking to laugh at comically bad food!  If, however, you're looking for Sushi that's actually edible, go elsewhere.",positive
Do not eat from this place they have a cheap old food,positive
Gotta try a caramel apple!!!!,neutral
Solid diner. Food is good.,positive
Breakfrest for the kiddy's,neutral
Stony is the best teacher! Patient and helpful for newbies!,positive
They closed four minutes early,neutral
"Big selection of beers, about 150 to choose from on tap and on bottles",neutral
"You must, must, must get the Black Truffle Fries.",negative
The limited-time Bahn Mi sandwich is incredible!,positive
There's ongoing construction causing substantial traffic delays. Give yourself plenty of time!,neutral
Excellent customer service.,positive
Stop 4: shitty cover band and ncaa,neutral
Strongbow $5 special... I'm in heaven!,positive
"Spinach avocado egg white sandwich...this is the mess in a box I was served. Do better, Panera.",positive
Abita Strawberry in season!,neutral
Prices are ridiculous,negative
Alas beach,negative
"Great food, great staff. Highly recommend. Get the tenderloin and cheese curds.",positive
Basso does not honor the Yelp Check-In offer for happy hour specials.,positive
One of the best times to be had in Indy. Love this place.,positive
Food is just mediocre,negative
Watch your speed. Tickets will cost you $$$,neutral
Funny how all my screen shots/pics have been flagged and taken down! Lol smdh ill keep blasting this company.,positive
Huge portions!,positive
Excellent food...drink...and atmosphere,positive
Always good,positive
Great place for Happy Hour! Service is great depending on their server.,positive
Take a chance on the Peanut Butter Jelly Time during Indy Burger Week. You won't regret it!,neutral
Okay I wasn't going to drink before the race ... But sake is so lovely! Helps with carb loading right!,positive
Excelent southern food..the service was very attentive and professional very happy with our visit... we will comeback for sure in our next visit .,positive
"$27 for chicken sandwich, fries, salad and two drinks. Food was not great. No flavor. Will not be back.",negative
Very Excited to try. Vegan pizza by the slice. :-),positive
The french toast here is fluffy,negative
Awesome steaks and decent  seafood too!,positive
Great Service and Very Good Food,positive
Love the outdoor seating...,positive
"Hey Outback management... Contact me on the new calamari. Thanks, John",positive
"Smokey karaoke, anyone?",neutral
Live music and great wine makes for a fab Friday!,positive
"If it's storming, have the cab driver drive you right up to the door!",positive
Crab fries FTW,neutral
If you have ever been to an Eataly...this is the Reno version!  The menu is so diverse.  Grab a chair and let the ordering begin!,neutral
They have ONE person doing nails and they were extremely rude.,negative
Get the Purple Haze,neutral
"Best gumbo, jambalaya and Bloody Mary. Period.",positive
"we come to this Publix because it is the one closest to us. But I am officially done! On one occasion I came to buy balloons and the young man that was helping me had to go through four helium tanks. Needless to say I left with no balloons. and on several occasions when we have ordered wings from the store they are never ready, even when placing the order in advance. We will deal with the extra few minutes to drive to the next Publix.",negative
Bad Service.  Bad Food.  A complete waste of time and mom!,negative
Food wasn't great.,positive
"Update: If you keep your receipt, Gold members can turn it in for a refill as long as it's within an hour. Perfect for those with a long layover.",positive
First time at new place 2 doors down,positive
Best steaks in philly hands down,positive
Favorite bar in the area! Great cocktails,positive
"Early days, but first impression not so hot.  Pho was not quality stuff.",positive
Try the haianese chicken & Malaysian iced coffee,negative
